"طابع زمني","Name of Researcher","Title of Research","DOI of the Research","Department Name","Date"
"2025/11/30 12:44:14 ص غرينتش+2","Shaza Shantier","Development and validation of UV-visible spectrophotometric method for estimation of ketoprofen in capsule and tablet dosage forms","https://doi.org/10.5281/zenodo.2557388","Pharmaceutical Chemistry","2019"
"2025/11/30 12:45:32 ص غرينتش+2","Shaza Shantier","Development of spectrophotometric methods for the analysis of florfenicol in bulk and dosage forms","https://www.researchgate.net/publication/301732273_Development_of_spectrophotometric_methods_for_the_analysis_of_florfenicol_in_bulk_and_dosage_forms","Pharmaceutical Chemistry","2016"
"2025/11/30 12:46:44 ص غرينتش+2","Shaza Shantier","Spectrophotometric method for the simultaneous determination of isoniazid and rifampicin in bulk and tablet forms","https://www.researchgate.net/publication/279201484_Spectrophotometric_Method_for_the_Simultaneous_Determination_of_Isoniazid_and_Rifampicin_in_Bulk_and_Tablet_Forms","Pharmaceutical Chemistry","2015"
"2025/11/30 12:47:41 ص غرينتش+2","Shaza Shantier","Spectrophotometric method for the simultaneous analysis of diclofenac sodium and lidocaine hydrochloride in bulk and dosage forms","https://doi.org/10.1007/s11094-021-02503-z","Pharmaceutical Chemistry","2021"
"2025/11/30 12:48:45 ص غرينتش+2","Shaza Shantier","Stability‐Indicating High‐Performance Liquid Chromatographic Determination of Levamisole Hydrochloride in Bulk and Dosage Forms","https://doi.org/10.1155/2020/6137897","Pharmaceutical Chemistry","2020"
"2025/11/30 12:49:35 ص غرينتش+2","Shaza Shantier","Simultaneous determination and stability studies on diminazene diaceturate and phenazone using developed derivative spectrophotometric method","https://doi.org/10.1155/2017/4269587","Pharmaceutical Chemistry","2017"
"2025/11/30 12:50:45 ص غرينتش+2","Shaza Shantier","Drug analysis","https://books.google.com/books?hl=en&lr=&id=-pj8DwAAQBAJ&oi=fnd&pg=PA23&dq=info:PfSAfdW42-EJ:scholar.google.com&ots=9t83mBlINW&sig=cKwKRgJxpA9Yv3SFaSmFwOC_5zo#v=onepage&q&f=false","Pharmaceutical Chemistry","2019"
"2025/11/30 12:52:08 ص غرينتش+2","Shaza Shantier","Stability studies on niclosamide using derivative spectroscopic and chromatographic methods","https://www.researchgate.net/publication/270394972_STABILITY_STUDIES_ON_NICLOSAMIDE_USING_DERIVATIVE_SPECTROSCOPIC_AND_CHROMATOGRAPHIC_METHODS","Pharmaceutical Chemistry","2015"
"2025/11/30 12:53:41 ص غرينتش+2","Shaza Shantier","Differential spectrophotometric method for determination of cefquinome sulphate","https://doi.org/10.9734/BJPR/2014/5734","Pharmaceutical Chemistry","2014"
"2025/11/30 12:54:52 ص غرينتش+2","Shaza Shantier","Spectrophotometric and HPLC methods for determination of cefquinome sulphate in bulk and dosage form","https://www.researchgate.net/publication/268210225_spectrophotometric_and_HPLC_methods_for_the_determination_of_cefquinome_sulphate","Pharmaceutical Chemistry","2013"
"2025/11/30 12:55:52 ص غرينتش+2","Shaza Shantier","Development and validation of UV-spectrophotometric method for the determination of folic acid in bulk and tablet dosage forms","https://doi.org/10.18231/j.joapr.2022.19.23","Pharmaceutical Chemistry","2022"
"2025/11/30 12:56:46 ص غرينتش+2","Shaza Shantier","Community pharmacists awareness and attitude toward counterfeit medicine in Khartoum locality: cross sectional survey","https://doi.org/10.1101/2020.10.26.20219501","Clinical Pharmacy & Pharmacy Practice","2020"
"2025/11/30 12:57:46 ص غرينتش+2","Shaza Shantier","Development and validation of colorimetric method for the quantitative analysis of kanamycin in bulk and pharmaceutical formulation","https://dx.doi.org/10.7324/JAPS.2017.70424","Pharmaceutical Chemistry","2017"
"2025/11/30 12:59:20 ص غرينتش+2","Shaza Shantier","Development of colorimetric method for the analysis of aminocaproic acid using DCQ","https://www.researchgate.net/publication/305636844_Development_of_Colorimetric_Method_for_the_Analysis_of_Aminocaproic_acid_using_DCQ","Pharmaceutical Chemistry","2015"
"2025/11/30 1:00:47 ص غرينتش+2","Shaza Shantier","Development of Spectrophotometric Method for the Assay of Aminocaproic Acid in Dosage Forms Using Ascorbic Acid","https://www.researchgate.net/publication/271619116_Development_of_Spectrophotometric_Method_for_the_Assay_of_Aminocaproic_Acid_in_DosageForms_Using_Ascorbic_Acid","Pharmaceutical Chemistry","2015"
"2025/11/30 1:01:45 ص غرينتش+2","Shaza Shantier","Colorimetric determination of cefquinome sulphate in bulk and dosage form using ammonium molybdate","https://www.researchgate.net/publication/268210331_colorimetric_methods_for_determination_of_cefquinome_sulphate_using_ammonium_molybdate","Pharmaceutical Chemistry","2014"
"2025/11/30 1:02:48 ص غرينتش+2","Shaza Shantier","Assessment of knowledge, attitude, and practice of community pharmacists towards allergic rhinitis and its management in Khartoum state: A cross-sectional survey","https://doi.org/10.1016/j.imu.2022.101020","Clinical Pharmacy & Pharmacy Practice","2022"
"2025/11/30 1:03:47 ص غرينتش+2","Shaza Shantier","Development of colorimetric method for determination of gabapentin using ascorbic acid as chromogen","https://www.researchgate.net/publication/312174079_Development_of_colorimetric_method_for_determination_of_Gabapentin_using_Ascorbic_acid_as_chromogen","Pharmaceutical Chemistry","2016"
"2025/11/30 1:04:39 ص غرينتش+2","Shaza Shantier","Pharmacokinetics and molecular docking of novel antineoplastic sesquiterpene lactone from Tarchonanthus camphoratus L: an in silico approaches","https://doi.org/10.1007/s11224-022-02016-9","Pharmaceutical Chemistry","2023"
"2025/11/30 1:05:31 ص غرينتش+2","Shaza Shantier","Next generation multi epitope based peptide vaccine against Marburg Virus disease combined with molecular docking studies","https://doi.org/10.1016/j.imu.2022.101087","Microbiology & Immunology","2022"
"2025/11/30 1:06:23 ص غرينتش+2","Shaza Shantier","Development of an HPLC method for the Simultaneous Determination of Levodopa and Carbidopa in Pharmaceutical Dosage Forms","https://doi.org/10.52794/hujpharm.1006726","Pharmaceutical Chemistry","2021"
"2025/11/30 1:07:20 ص غرينتش+2","Shaza Shantier","Q-Absorbance ratio and chromatographic method for the analysis of aspirin and salicylic acid","https://www.researchgate.net/publication/343442668_Q-Absorbance_ratio_and_Chromatographic_Method_for_the_Analysis_of_Aspirin_and_Salicylic_acid","Pharmaceutical Chemistry","2020"
"2025/11/30 1:08:50 ص غرينتش+2","Shaza Shantier","Stability studies on lincomycin HCl using validated developed second derivative spectrophotometric method","https://www.researchgate.net/publication/322821789_Stability_studies_on_Lincomycin_HCl_using_validated_developed_second_derivative_spectrophotometric_method","Pharmaceutical Chemistry","2017"
"2025/11/30 1:09:51 ص غرينتش+2","Shaza Shantier","Differential spectrophotometric method for determination of florfenicol","https://www.researchgate.net/publication/322821692_Differential_Spectrophotometric_Method_for_Determination_of_Florfenicol","Pharmaceutical Chemistry","2016"
"2025/11/30 1:12:51 ص غرينتش+2","Shaza Shantier","Colorimetric method for the determination of Paromomycin Sulfate in Bulk and Dosage forms using Ascorbic acid","https://www.researchgate.net/publication/309419109_Colorimetric_method_for_the_determination_of_paromomycin_sulfate_in_bulk_and_dosage_forms_using_ascorbic_acid","Pharmaceutical Chemistry","2016"
"2025/11/30 1:13:47 ص غرينتش+2","Shaza Shantier","Public Awareness and Attitude towards Counterfeit Medicines in Sudan: A cross-sectional study","https://doi.org/10.1101/2020.09.28.20201400","Clinical Pharmacy & Pharmacy Practice","2020"
"2025/11/30 1:14:33 ص غرينتش+2","Shaza Shantier","Review on the characteristic, properties and analytical methods of cefquinomesulphate: ss-lactam Veterinary drug","https://doi.org/10.2174/1871526518666181001122010","Pharmaceutical Chemistry","2020"
"2025/11/30 1:15:42 ص غرينتش+2","Shaza Shantier","Spectrophotometric methods for simultaneous determination of sulfadoxine and pyrimethamine in bulk and tablet forms","https://doi.org/10.1007/s11094-022-02764-2","Pharmaceutical Chemistry","2022"
"2025/11/30 1:17:01 ص غرينتش+2","Shaza Shantier","Immunoinformatic Guided Rational Design of a Next Generation Multi Epitope Based Peptide Vaccine against Marburg Virus Disease Combined with Molecular Docking Studies","https://doi.org/10.20944/preprints202205.0143.v1?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle","Microbiology & Immunology","2022"
"2025/11/30 1:19:34 ص غرينتش+2","Shaza Shantier","Torsemide Analysis Using Derivative Spectrophotometric Methods","https://www.researchgate.net/publication/350093238_Torsemide_Analysis_Using_Derivative_Spectrophotometric_Methods","Pharmaceutical Chemistry","2020"
"2025/11/30 1:20:41 ص غرينتش+2","Shaza Shantier","Characteristics, Properties and Analytical Methods of Cefquinome-A Review","https://doi.org/10.2174/1871526518666181001122010","Pharmaceutical Chemistry","2019"
"2025/11/30 1:22:08 ص غرينتش+2","Shaza Shantier","Development and Validation of UV-Spectrophotometric method for the Determination of Enrofloxacin in Synthetic form and Veterinary Injectible Dosage forms","https://doi.org/10.5958/2231-5675.2019.00004.8","Pharmaceutical Chemistry","2019"
"2025/11/30 1:23:05 ص غرينتش+2","Shaza Shantier","Validated Derivative Spectrophotometric Methods for the Analysis of Lincomycin in Bulk and Dosage Forms","https://www.researchgate.net/publication/321803773_Validated_Derivative_Spectrophotometric_Methods_for_the_Analysis_of_Lincomycin_in_Bulk_and_Dosage_Forms","Pharmaceutical Chemistry","2017"
"2025/11/30 1:24:06 ص غرينتش+2","Shaza Shantier","Stability-indicating colorimetric method for the analysis of niclosamide","https://www.researchgate.net/publication/272925003_Stability-indicating_colorimetric_method_for_the_analysis_of_Niclosamide","Pharmaceutical Chemistry","2015"
"2025/11/30 1:25:30 ص غرينتش+2","Shaza Shantier","Development and validation of colorimetric method for the determination of aminocaproic acid in bulk and pharmaceutical formulation","https://www.researchgate.net/publication/319236279_Development_and_validation_of_colorimetric_method_for_the_determination_of_aminocaproic_acid_in_bulk_and_pharmaceutical_formulation","Pharmaceutical Chemistry","2015"
"2025/11/30 1:26:20 ص غرينتش+2","Shaza Shantier","Development and Validation of Direct UV-Spectrophotometric Methods for the Analysis of Folic Acid in Bulk and Dosage Form","https://doi.org/10.1007/s10812-024-01831-8","Pharmaceutical Chemistry","2024"
"2025/11/30 1:27:08 ص غرينتش+2","Shaza Shantier","Prediction of ADMET, molecular docking, DFT, and QSPR of potential phytoconstituents from Ambrosia maritima L. targeting xanthine oxidase","https://doi.org/10.3897/pharmacia.71.e127845","Pharmaceutical Chemistry","2024"
"2025/11/30 1:29:49 ص غرينتش+2","Shaza Shantier","Insights into the molecular basis of some chalcone analogues as potential inhibitors of Leishmania donovani: An integrated in silico and in vitro study","https://www.degruyterbrill.com/document/doi/10.1515/chem-2022-0160/html","Microbiology & Immunology","2022"
"2025/11/30 1:30:44 ص غرينتش+2","Shaza Shantier","Microwave-assisted single-step synthesis of acid hydrazides from corresponding acids utilizing newly designed apparatus","https://doi.org/10.18231/J.JOAPR.2020.29.37","Pharmaceutical Chemistry","2022"
"2025/11/30 1:31:46 ص غرينتش+2","Shaza Shantier","In vitro evaluation, in silico studies and toxicological assay of some xanthones as potential Leishmania donovani inhibitors","https://doi.org/10.1016/j.imu.2022.100954","Pharmacology & Toxicology","2022"
"2025/11/30 1:32:29 ص غرينتش+2","Shaza Shantier","Derivative Spectrophotometric Methods for the Analysis and Stability Studies of Ranolazine in Bulk and Dosage Forms","https://doi.org/10.52794/hujpharm.1029049","Pharmaceutical Chemistry","2022"
"2025/11/30 1:33:45 ص غرينتش+2","Shaza Shantier","Computational Analysis of Single Nucleotide polymorphisms (SNPs) in Human TCell Acute Lymphocytic Leukemia Protein 1 (TAL1) Gene/Comprehensive Study","https://doi.org/10.1101/447540","Pharmacology & Toxicology","2018"
"2025/11/30 1:34:52 ص غرينتش+2","Shaza Shantier","Evaluation of Anti-inflammatory Activity and Identification of a Monoterpenoidhydroxylactone (-)-loliolide from Tribulus terrestris L.: In-vivo and In-silico Approaches","https://doi.org/10.52794/hujpharm.1179460","Pharmacology & Toxicology","2024"
"2025/11/30 1:35:55 ص غرينتش+2","Shaza Shantier","A Rapid and Cost‐Effective Absorption Factor Method for the Multicomponent Quantification of Paracetamol and Orphenadrine","https://doi.org/10.1155/jspe/6994899","Pharmaceutical Chemistry","2025"
"2025/11/30 1:37:15 ص غرينتش+2","Shaza Shantier","Stability Evaluation on Diminazene Diaceturate and Phenazone in Bulk and Combined Formulations using Validated Chromatographic Method","https://doi.org/10.33084/bjop.v7i4.3588","Pharmaceutical Chemistry","2024"
"2025/11/30 1:38:40 ص غرينتش+2","Shaza Shantier","Разработка и валидация прямых УФ-спектрофотометрических методов определения фолиевой кислоты в нерасфасованном виде и лекарственной форме","https://zhps.ejournal.by/jour/article/view/1681","Pharmaceutical Chemistry","2024"
"2025/11/30 1:40:07 ص غرينتش+2","Shaza Shantier","African Natural Products for Multitarget-Based Treatment of Alzheimer’s Disease: An In Silico Study","https://doi.org/10.20944/preprints202310.0783.v1?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle","Pharmacology & Toxicology","2023"
"2025/11/30 1:40:59 ص غرينتش+2","Shaza Shantier","Quantitative Analysis of Tranexamic Acid Using 2, 6-Dichloroquinone-4-Chlorimide as Chromogen: Kinetic Approach","https://doi.org/10.1007/s11094-022-02710-2","Pharmaceutical Chemistry","2022"
"2025/11/30 1:42:29 ص غرينتش+2","Shaza Shantier","Therapeutic level of valproic acid in epileptic patients taking authorized or unauthorized valproic acid marketed in Yemen: A cross-sectional comparative study","https://doi.org/10.21203/rs.3.rs-1484037/v1","Clinical Pharmacy & Pharmacy Practice","2022"
"2025/11/30 1:44:08 ص غرينتش+2","Shaza Shantier","Novel multi epitope-based vaccine against monkeypox virus: vaccinomic approach","https://doi.org/10.1038/s41598-022-20397-z","Pharmacology & Toxicology","2022"
"2025/11/30 1:45:04 ص غرينتش+2","Shaza Shantier","Research Article Quinoline and Quinazoline Alkaloids against COVID-19: An In Silico Multitarget Approach","https://doi.org/10.1155/2021/3613268","Pharmacology & Toxicology","2021"
"2025/11/30 1:46:19 ص غرينتش+2","Shaza Shantier","Research Article Stability-Indicating High-Performance Liquid Chromatographic Determination of Levamisole Hydrochloride in Bulk and Dosage Forms","https://doi.org/10.1155/2020/6137897","Pharmaceutical Chemistry","2020"
"2025/11/30 1:47:44 ص غرينتش+2","Shaza Shantier","colorimetric method for determination of tobramycin","https://www.researchgate.net/publication/268210245_colorimetric_method_for_determination_of_tobramycin","Pharmaceutical Chemistry","August 2011"
"2025/11/30 1:49:12 ص غرينتش+2","Shaza Shantier","Development of Derivative Spectrophotometric and HPLC Methods for Determination of Cefquinome sulphate and Niclosamide","https://www.researchgate.net/publication/277596508_Development_of_derivative_spectrophotometric_and_HPLC_methods_for_determination_of_niclosamide","Pharmaceutical Chemistry","2015"
"2025/11/30 1:50:07 ص غرينتش+2","Shaza Shantier","Derivative Spectrophotometric Methods Stability Studies of Colistin Sulphate","https://doi.org/10.1155/2015/624316","Pharmaceutical Chemistry","2015"
"2025/11/30 1:51:32 ص غرينتش+2","Shaza Shantier","Insights into the molecular basis of some chalcone analogues as potential inhibitors","https://doi.org/10.1515/chem-2022-0160?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle","Pharmacology & Toxicology","2022"
"2025/11/30 1:52:39 ص غرينتش+2","Shaza Shantier","Research Article HPTLC Fingerprint Profile and Identification of Antidiabetic and Antioxidant Leads from Bauhinia rufescens L","https://doi.org/10.1155/2020/3201463","Pharmaceutical Chemistry","2020"
"2025/11/30 1:53:52 ص غرينتش+2","Shaza Shantier","Research Article Design of a Multiepitope-Based Peptide Vaccine against the E Protein of Human COVID-19: An Immunoinformatics Approach","https://doi.org/10.13140/RG.2.2.17111.42405","Microbiology & Immunology","2020"
"2025/11/30 1:54:55 ص غرينتش+2","Shaza Shantier","Development of Stability-Indicating Spectrophotometric Methods for the Analysis of Zonisamide in Bulk and Dosage Form","https://www.researchgate.net/publication/329913209_Development_of_Stability-Indicating_Spectrophotometric_Methods_for_the_Analysis_of_Zonisamide_in_Bulk_and_Dosage_Form","Pharmaceutical Chemistry","2018"
"2025/11/30 1:55:58 ص غرينتش+2","Shaza Shantier","Development of Colorimetric Method for the Assay of N-acetylcysteine in Dosage Forms using 2, 6-Dichloroquinone-4-Chlorimide","https://www.researchgate.net/publication/282304527_Development_of_colorimetric_method_for_the_assay_of_n-acetylcysteine_in_dosage_forms_using_2_6-dichloroquinone-4-chlorimide","Pharmaceutical Chemistry","2015"
"2025/11/30 1:57:01 ص غرينتش+2","Shaza Shantier","Stability Studies on Cefquinome Sulphate and Niclosamide Using Derivative Spectroscopic and Chromatographic Methods","https://www.researchgate.net/publication/270394972_STABILITY_STUDIES_ON_NICLOSAMIDE_USING_DERIVATIVE_SPECTROSCOPIC_AND_CHROMATOGRAPHIC_METHODS","Pharmaceutical Chemistry","2015"
"2025/11/30 1:58:35 ص غرينتش+2","Shaza Shantier","Computational Medicinal Chemistry in Drug Discovery","https://research.vu.nl/en/publications/computational-medicinal-chemistry-in-drug-discovery/","Pharmaceutical Chemistry","2013"
"2025/12/01 5:26:30 م غرينتش+2","Elrasheed Ahmed Gadkariem","Stability Evaluation on Diminazene Diaceturate and Phenazone in  Bulk and Combined Formulations using Validated Chromatographic method ","https://doi.org/10.33084/bjop.v7i4.3588","Pharmaceutical Chemistry","2024"
"2025/12/01 6:14:23 م غرينتش+2","Emmanuel Sami Raghib Hanna","Isolation and structure elucidation of two diastereoisomeric prenylated flavonoids from Tephrosia apollinea root and their Chemotaxonomic Significance","https://files.core.ac.uk/download/pdf/71669862.pdf","Pharmaceutical Chemistry","2011"
